"Page URL","Referring pages",Title,"Title length","Duplicate title"
https://top-5-pct.replit.app/service-areas,130,"Service Areas | Custom Signage & Apparel | Joliet IL | Top 5 Percent",68,No
https://top-5-pct.replit.app/vehicle-graphics,130,"Vehicle Graphics & Wraps Joliet IL | Car Wraps, Truck Lettering, Vehicle Magnets, DOT Decals | Top 5 Percent",108,No
https://top-5-pct.replit.app/vehicle-graphics/automobile-graphics,130,"Automobile Graphics Joliet IL | Car Wraps, Vinyl Lettering, Van Graphics, Truck Decals, Boat Graphics | Top 5 Percent",117,No
https://top-5-pct.replit.app/vehicle-graphics/vehicle-magnets,130,"Vehicle Magnets Joliet IL | Car Door Magnets, Truck Magnetic Signs, Removable Business Magnets | Top 5 Percent",110,No
https://top-5-pct.replit.app/vehicle-graphics/dot-decals,130,"DOT Decals & USDOT Number Stickers Joliet IL | Truck Lettering, MC Numbers, FMCSA Compliance | Top 5 Percent",108,No
https://top-5-pct.replit.app/promotional-items,130,"Custom Promotional Items Joliet IL | Mugs, Koozies, Tote Bags, Towels, Mouse Pads | Top 5 Percent",97,No
https://top-5-pct.replit.app/promotional-items/mugs,130,"Custom Mugs Joliet IL | Branded Coffee Mugs & Drinkware | Top 5 Percent",71,No
https://top-5-pct.replit.app/promotional-items/can-koozies,130,"Custom Can Koozies Joliet IL | Branded Drink Koozies | Top 5 Percent",68,No
https://top-5-pct.replit.app/promotional-items/towels,130,"Custom Towels Joliet IL | Branded Beach & Sport Towels | Top 5 Percent",70,No
https://top-5-pct.replit.app/promotional-items/drink-coasters,130,"Custom Drink Coasters Joliet IL | Branded Coasters for Businesses | Top 5 Percent",81,No
https://top-5-pct.replit.app/promotional-items/tote-bags,130,"Custom Tote Bags Joliet IL | Branded Drawstring & Tote Bags | Top 5 Percent",75,No
https://top-5-pct.replit.app/promotional-items/mouse-pads,130,"Custom Mouse Pads Joliet IL | Branded Desk Accessories | Top 5 Percent",70,No
https://top-5-pct.replit.app/design-services,130,"Design Services Joliet IL | Logo Design, Graphic Design, Online Designer, Design Catalogs | Top 5 Percent",105,No
https://top-5-pct.replit.app/design-services/graphic-design,130,"Graphic Design Joliet IL | Layout & Print Design Services | Top 5 Percent",73,No
https://top-5-pct.replit.app/design-services/logo-design,130,"Logo Design Joliet IL | Professional Logo Design Services | Top 5 Percent",73,No
https://top-5-pct.replit.app/custom-apparel/custom-shirts,1,"Custom T-Shirts Joliet IL | Rhinestone, Vinyl, Foil & More | Top 5 Percent",74,No
https://top-5-pct.replit.app/design-services/online-designer,2,"Free Online Designer Joliet IL | Design Custom Shirts & Signs Online | Top 5 Percent",84,No
https://top-5-pct.replit.app/design-services/design-catalogs,1,"Design Idea Catalogs Joliet IL | Custom Print Design Inspiration | Top 5 Percent",80,No
